1 1 子曰學而
1 2 曰學而時
2 3 學而時習
2 4 而時習之
2 5 時習之不
2 6 習之不亦
2 7 之不亦說
3 8 不亦說乎
3 9 亦說乎有
3 10 說乎有朋
3 11 乎有朋自
4 12 有朋自遠
4 13 朋自遠方
4 14 自遠方來
4 15 遠方來不
4 16 方來不亦
4 17 來不亦樂
5 18 不亦樂乎
5 19 亦樂乎人
5 20 樂乎人不
5 21 乎人不知
6 22 人不知而
6 23 不知而不
6 24 知而不慍
6 25 而不慍不
6 26 不慍不亦
6 27 慍不亦君
7 28 不亦君子
7 29 亦君子乎
7 30 君子乎有
7 31 子乎有子
7 32 乎有子曰
8 33 有子曰其
8 34 子曰其為
8 35 曰其為人
9 36 其為人也
9 37 為人也孝
9 38 人也孝弟
9 39 也孝弟而
9 40 孝弟而好
9 41 弟而好犯
10 42 而好犯上
10 43 好犯上者
10 44 犯上者鮮
10 45 上者鮮矣
10 46 者鮮矣不
11 47 鮮矣不好
11 48 矣不好犯
12 49 不好犯上
12 50 好犯上而
12 51 犯上而好
12 52 上而好作
12 53 而好作亂
12 54 好作亂者
12 55 作亂者未
12 56 亂者未之
12 57 者未之有
13 58 未之有也
13 59 之有也君
13 60 有也君子
13 61 也君子務
14 62 君子務本
14 63 子務本本
14 64 務本本立
14 65 本本立而
15 66 本立而道
15 67 立而道生
15 68 而道生孝
15 69 道生孝弟
15 70 生孝弟也
16 71 孝弟也者
16 72 弟也者其
16 73 也者其為
16 74 者其為人
17 75 其為人之
17 76 為人之本
17 77 人之本與
17 78 之本與子
17 79 本與子曰
17 80 與子曰巧
18 81 子曰巧言
18 82 曰巧言令
19 83 巧言令色
19 84 言令色鮮
19 85 令色鮮矣
19 86 色鮮矣仁
20 87 鮮矣仁曾
20 88 矣仁曾子
20 89 仁曾子曰
21 90 曾子曰吾
21 91 子曰吾日
21 92 曰吾日三
22 93 吾日三省
22 94 日三省吾
22 95 三省吾身
22 96 省吾身為
22 97 吾身為人
22 98 身為人謀
23 99 為人謀而
23 100 人謀而不
23 101 謀而不忠
23 102 而不忠乎
23 103 不忠乎與
23 104 忠乎與朋
23 105 乎與朋友
24 106 與朋友交
24 107 朋友交而
24 108 友交而不
24 109 交而不信
24 110 而不信乎
24 111 不信乎傳
24 112 信乎傳不
24 113 乎傳不習
25 114 傳不習乎
25 115 不習乎子
25 116 習乎子曰
25 117 乎子曰道
26 118 子曰道千
26 119 曰道千乘
27 120 道千乘之
27 121 千乘之國
27 122 乘之國敬
27 123 之國敬事
27 124 國敬事而
28 125 敬事而信
28 126 事而信節
28 127 而信節用
28 128 信節用而
29 129 節用而愛
29 130 用而愛人
29 131 而愛人使
29 132 愛人使民
29 133 人使民以
30 134 使民以時
30 135 民以時子
30 136 以時子曰
30 137 時子曰弟
31 138 子曰弟子
31 139 曰弟子入
32 140 弟子入則
32 141 子入則孝
33 142 入則孝出
33 143 則孝出則
33 144 孝出則悌
34 145 出則悌謹
34 146 則悌謹而
34 147 悌謹而信
35 148 謹而信汎
35 149 而信汎愛
35 150 信汎愛眾
36 151 汎愛眾而
36 152 愛眾而親
36 153 眾而親人
36 154 而親人行
36 155 親人行有
36 156 人行有餘
37 157 行有餘力
37 158 有餘力則
37 159 餘力則以
37 160 力則以學
38 161 則以學文
38 162 以學文子
38 163 學文子夏
38 164 文子夏曰
39 165 子夏曰賢
39 166 夏曰賢賢
39 167 曰賢賢易
40 168 賢賢易色
40 169 賢易色事
40 170 易色事父
40 171 色事父母
41 172 事父母能
41 173 父母能竭
41 174 母能竭其
42 175 能竭其力
42 176 竭其力事
42 177 其力事君
42 178 力事君能
43 179 事君能致
43 180 君能致其
44 181 能致其身
44 182 致其身與
44 183 其身與朋
44 184 身與朋友
45 185 與朋友交
45 186 朋友交言
45 187 友交言而
45 188 交言而有
46 189 言而有信
46 190 而有信雖
46 191 有信雖曰
46 192 信雖曰未
47 193 雖曰未學
47 194 曰未學吾
47 195 未學吾必
47 196 學吾必謂
48 197 吾必謂之
48 198 必謂之學
48 199 謂之學矣
48 200 之學矣子
48 201 學矣子曰
48 202 矣子曰君
49 203 子曰君子
49 204 曰君子不
50 205 君子不重
50 206 子不重則
50 207 不重則不
50 208 重則不威
50 209 則不威學
50 210 不威學則
50 211 威學則不
51 212 學則不固
